65.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,FINEST;DATA_ACCESS,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
15:26:06.0 (86754539)|HEAP_ALLOCATE|[182]|Bytes:5
15:26:06.0 (86757361)|STATEMENT_EXECUTE|[181]
15:26:06.0 (86774829)|HEAP_ALLOCATE|[182]|Bytes:5
15:26:06.0 (86782039)|HEAP_ALLOCATE|[182]|Bytes:52
15:26:06.0 (86786244)|VARIABLE_SCOPE_BEGIN|[182]|bs|TREX1__Billing_Schedule__c|true|false
15:26:06.0 (86917179)|VARIABLE_ASSIGNMENT|[182]|bs|{"TREX1__Is_Billable__c":true,"TREX1__Transaction_Line_Item__r":{"TREX1__Account__c":"001cf00000AYuJ8AAL","Id":"a3Dcf0000005W45EAE"},"TREX1__Term_Type__c":"Monthly","TREX1__Billing_Schedule_Group__c":"a1lcf0000015QpJAAU","TREX1__TP2StoredAccount__c":"a83cf0000001vM1AAI","TREX1__Transaction_Line_Item__c":"a3Dcf0000005W45EAE","TREX1__TP2StoredAccount__r":{"TPAY2__SA_CardScheme__c":"Visa","Id":"a83cf0000001vM1AAI","TPAY2__SA_ExpirationMonth__c":"12","TPAY2__SA_ExpirationYear__c":"39","TPAY2__SA_LastFourCardNumber__c":"1111","TPAY2__SA_Alias__c":"Pompompurin's Visa"},"TREX1__Start_Date__c":"2025-08-01T00:00:00.000Z","Id":"a1mcf000000B4GPAA0","TREX1__Billing_Schedule_Group__r":{"TREX1__bsg_Global_Billing_Group__c":"a2M1U000000xxfRUAQ","Id":"a1lcf0000015QpJAAU","TREX1__bsg_Global_Billing_Group__r":{"TREX1__Monthly_Billing_Day__c":5,"Id":"a2M1U000000xxfRUAQ","Name":"GBG Membership - 5th (13 more) ..."},"Name":"BSG-0785236"},"TREX1__Amount__c":52.00,"Name":"BS-0001365178"}|0x31e84d7
15:26:06.0 (86925448)|STATEMENT_EXECUTE|[182]
15:26:06.0 (86934435)|STATEMENT_EXECUTE|[183]
15:26:06.0 (86935262)|STATEMENT_EXECUTE|[184]
15:26:06.0 (86937667)|HEAP_ALLOCATE|[184]|Bytes:5
15:26:06.0 (86944421)|METHOD_EXIT|[128]|01pcf000004BTz2|UpcomingPaymentsService.containsMonthly(List<TREX1__Billing_Schedule__c>)
15:26:06.0 (86948048)|VARIABLE_SCOPE_BEGIN|[128]|hasMonthly|Boolean|false|false
15:26:06.0 (86952167)|HEAP_ALLOCATE|[128]|Bytes:5
15:26:06.0 (86955592)|VARIABLE_ASSIGNMENT|[128]|hasMonthly|true
15:26:06.0 (86957875)|STATEMENT_EXECUTE|[129]
15:26:06.0 (86968058)|VARIABLE_SCOPE_BEGIN|[129]|hasOneTime|Boolean|false|false
15:26:06.0 (86972381)|HEAP_ALLOCATE|[129]|Bytes:5
15:26:06.0 (86975158)|VARIABLE_ASSIGNMENT|[129]|hasOneTime|false
15:26:06.0 (86979054)|STATEMENT_EXECUTE|[131]
15:26:06.0 (86979974)|STATEMENT_EXECUTE|[133]
15:26:06.0 (86986419)|METHOD_ENTRY|[133]|01pcf000004BTz2|UpcomingPaymentsService.getLatestDate(List<Date>)
15:26:06.0 (86999422)|VARIABLE_SCOPE_BEGIN|[190]|dates|List<Date>|true|false
15:26:06.0 (87005387)|VARIABLE_ASSIGNMENT|[190]|dates|[]|0x1f30798d
15:26:06.0 (87011789)|HEAP_ALLOCATE|[191]|Bytes:5
15:26:06.0 (87013978)|STATEMENT_EXECUTE|[190]
15:26:06.0 (87014884)|STATEMENT_EXECUTE|[191]
15:26:06.0 (87017808)|VARIABLE_SCOPE_BEGIN|[191]|latest|Date|false|false
15:26:06.0 (87023779)|VARIABLE_ASSIGNMENT|[191]|latest|null
15:26:06.0 (87042181)|HEAP_ALLOCATE|[192]|Bytes:5
15:26:06.0 (87049174)|VARIABLE_ASSIGNMENT|[192]|d|null
15:26:06.0 (87052074)|STATEMENT_EXECUTE|[192]
15:26:06.0 (87052890)|STATEMENT_EXECUTE|[198]
15:26:06.0 (87056022)|METHOD_EXIT|[133]|01pcf000004BTz2|UpcomingPaymentsService.getLatestDate(List<Date>)
15:26:06.0 (87059609)|VARIABLE_SCOPE_BEGIN|[133]|latestLastBilled|Date|false|false
15:26:06.0 (87065159)|VARIABLE_ASSIGNMENT|[133]|latestLastBilled|null
15:26:06.0 (87067399)|STATEMENT_EXECUTE|[134]
15:26:06.0 (87076177)|METHOD_ENTRY|[134]|01pcf000004BTz2|UpcomingPaymentsService.computeNextMonthlyDate(Integer, Date, Date)
15:26:06.0 (87083539)|VARIABLE_SCOPE_BEGIN|[213]|monthlyDay|Integer|false|false
15:26:06.0 (87088567)|VARIABLE_ASSIGNMENT|[213]|monthlyDay|5
15:26:06.0 (87092465)|VARIABLE_SCOPE_BEGIN|[213]|lastBilled|Date|false|false
15:26:06.0 (87096784)|VARIABLE_ASSIGNMENT|[213]|lastBilled|null
15:26:06.0 (87100210)|VARIABLE_SCOPE_BEGIN|[213]|today|Date|false|false
15:26:06.0 (87106753)|VARIABLE_ASSIGNMENT|[213]|today|"2025-10-20T00:00:00.000Z"
15:26:06.0 (87111837)|HEAP_ALLOCATE|[214]|Bytes:5
15:26:06.0 (87114026)|STATEMENT_EXECUTE|[213]
15:26:06.0 (87114804)|STATEMENT_EXECUTE|[214]
15:26:06.0 (87149247)|VARIABLE_SCOPE_BEGIN|[2]|System.Math.E|Double|false|true
15:26:06.0 (87153241)|VARIABLE_SCOPE_BEGIN|[3]|System.Math.PI|Double|false|true
15:26:06.0 (87163408)|HEAP_ALLOCATE|[214]|Bytes:206
15:26:06.0 (87174647)|SYSTEM_METHOD_ENTRY|[1]|Math.Math()
15:26:06.0 (87176724)|STATEMENT_EXECUTE|[1]
15:26:06.0 (90088401)|SYSTEM_METHOD_EXIT|[1]|Math
15:26:06.0 (90116206)|METHOD_ENTRY|[214]||System.Math.min(Integer, Integer)
15:26:06.0 (90181493)|METHOD_EXIT|[214]||System.Math.min(Integer, Integer)
15:26:06.0 (90206768)|METHOD_ENTRY|[214]||System.Math.max(Integer, Integer)
15:26:06.0 (90229984)|METHOD_EXIT|[214]||System.Math.max(Integer, Integer)
15:26:06.0 (90233577)|VARIABLE_SCOPE_BEGIN|[214]|day|Integer|false|false
15:26:06.0 (90238824)|HEAP_ALLOCATE|[214]|Bytes:4
15:26:06.0 (90250767)|VARIABLE_ASSIGNMENT|[214]|day|5
15:26:06.0 (90254336)|STATEMENT_EXECUTE|[217]
15:26:06.0 (90292941)|METHOD_ENTRY|[217]|01pcf000004BTz2|UpcomingPaymentsService.makeClampedDate(Integer, Integer, Integer)
15:26:06.0 (90297349)|VARIABLE_SCOPE_BEGIN|[239]|year|Integer|false|false
15:26:06.0 (90301952)|VARIABLE_ASSIGNMENT|[239]|year|2025
15:26:06.0 (90304585)|VARIABLE_SCOPE_BEGIN|[239]|month|Integer|false|false
15:26:06.0 (90308437)|VARIABLE_ASSIGNMENT|[239]|month|10
15:26:06.0 (90310658)|VARIABLE_SCOPE_BEGIN|[239]|day|Integer|false|false
15:26:06.0 (90314300)|VARIABLE_ASSIGNMENT|[239]|day|5
15:26:06.0 (90327065)|HEAP_ALLOCATE|[240]|Bytes:5
15:26:06.0 (90329582)|STATEMENT_EXECUTE|[239]
15:26:06.0 (90330479)|STATEMENT_EXECUTE|[240]
15:26:06.0 (90369070)|VARIABLE_SCOPE_BEGIN|[240]|lastDay|Integer|false|false
15:26:06.0 (90373361)|HEAP_ALLOCATE|[240]|Bytes:4
15:26:06.0 (90376236)|VARIABLE_ASSIGNMENT|[240]|lastDay|31
15:26:06.0 (90378527)|STATEMENT_EXECUTE|[241]
15:26:06.0 (90381572)|METHOD_ENTRY|[241]||System.Math.min(Integer, Integer)
15:26:06.0 (90399901)|METHOD_EXIT|[241]||System.Math.min(Integer, Integer)
15:26:06.0 (90402389)|VARIABLE_SCOPE_BEGIN|[241]|useDay|Integer|false|false
15:26:06.0 (90405788)|HEAP_ALLOCATE|[241]|Bytes:4
15:26:06.0 (90408667)|VARIABLE_ASSIGNMENT|[241]|useDay|5
15:26:06.0 (90410881)|STATEMENT_EXECUTE|[242]
15:26:06.0 (90442303)|HEAP_ALLOCATE|[242]|Bytes:4
15:26:06.0 (90449528)|METHOD_EXIT|[217]|01pcf000004BTz2|UpcomingPaymentsService.makeClampedDate(Integer, Integer, Integer)
15:26:06.0 (90454536)|VARIABLE_SCOPE_BEGIN|[217]|thisMonthBilling|Date|false|false
15:26:06.0 (90471859)|VARIABLE_ASSIGNMENT|[217]|thisMonthBilling|"2025-10-05T00:00:00.000Z"
15:26:06.0 (90476471)|STATEMENT_EXECUTE|[224]
15:26:06.0 (90493459)|STATEMENT_EXECUTE|[229]
15:26:06.0 (90494476)|STATEMENT_EXECUTE|[231]
15:26:06.0 (90510898)|VARIABLE_SCOPE_BEGIN|[231]|nextMonth|Integer|false|false
15:26:06.0 (90514999)|HEAP_ALLOCATE|[231]|Bytes:4
15:26:06.0 (90517847)|VARIABLE_ASSIGNMENT|[231]|nextMonth|11
15:26:06.0 (90520186)|STATEMENT_EXECUTE|[232]
15:26:06.0 (90533475)|VARIABLE_SCOPE_BEGIN|[232]|nextYear|Integer|false|false
15:26:06.0 (90536970)|HEAP_ALLOCATE|[232]|Bytes:4
15:26:06.0 (90539691)|VARIABLE_ASSIGNMENT|[232]|nextYear|2025
15:26:06.0 (90541843)|STATEMENT_EXECUTE|[233]
15:26:06.0 (90544849)|METHOD_ENTRY|[233]|01pcf000004BTz2|UpcomingPaymentsService.makeClampedDate(Integer, Integer, Integer)
15:26:06.0 (90552726)|VARIABLE_SCOPE_BEGIN|[239]|year|Integer|false|false
15:26:06.0 (90556944)|VARIABLE_ASSIGNMENT|[239]|year|2025
15:26:06.0 (90558901)|VARIABLE_SCOPE_BEGIN|[239]|month|Integer|false|false
15:26:06.0 (90562662)|VARIABLE_ASSIGNMENT|[239]|month|11
15:26:06.0 (90564643)|VARIABLE_SCOPE_BEGIN|[239]|day|Integer|false|false
15:26:06.0 (90568723)|VARIABLE_ASSIGNMENT|[239]|day|5
15:26:06.0 (90574029)|HEAP_ALLOCATE|[240]|Bytes:5
15:26:06.0 (90575928)|STATEMENT_EXECUTE|[239]
15:26:06.0 (90576721)|STATEMENT_EXECUTE|[240]
15:26:06.0 (90587262)|VARIABLE_SCOPE_BEGIN|[240]|lastDay|Integer|false|false
15:26:06.0 (90590585)|HEAP_ALLOCATE|[240]|Bytes:4
15:26:06.0 (90593390)|VARIABLE_ASSIGNMENT|[240]|lastDay|30
15:26:06.0 (90595311)|STATEMENT_EXECUTE|[241]
15:26:06.0 (90597490)|METHOD_ENTRY|[241]||System.Math.min(Integer, Integer)
15:26:06.0 (90607196)|METHOD_EXIT|[241]||System.Math.min(Integer, Integer)
15:26:06.0 (90609171)|VARIABLE_SCOPE_BEGIN|[241]|useDay|Integer|false|false
15:26:06.0 (90612142)|HEAP_ALLOCATE|[241]|Bytes:4
15:26:06.0 (90614781)|VARIABLE_ASSIGNMENT|[241]|useDay|5
15:26:06.0 (90616676)|STATEMENT_EXECUTE|[242]
15:26:06.0 (90621871)|HEAP_ALLOCATE|[242]|Bytes:4
15:26:06.0 (90628674)|METHOD_EXIT|[233]|01pcf000004BTz2|UpcomingPaymentsService.makeClampedDate(Integer, Integer, Integer)
15:26:06.0 (90634340)|METHOD_EXIT|[134]|01pcf000004BTz2|UpcomingPaymentsService.computeNextMonthlyDate(Integer, Date, Date)
15:26:06.0 (90641906)|VARIABLE_ASSIGNMENT|[134]|nextDate|"2025-11-05T00:00:00.000Z"
15:26:06.0 (90645113)|STATEMENT_EXECUTE|[143]
15:26:06.0 (90878551)|HEAP_ALLOCATE|[143]|Bytes:24
15:26:06.0 (90895981)|CONSTRUCTOR_ENTRY|[143]|01pcf000004BTz2|<init>()|UpcomingPaymentsService.PaymentMethodInfo
15:26:06.0 (90911727)|VARIABLE_SCOPE_BEGIN|[2]|this|UpcomingPaymentsService.PaymentMethodInfo|true|false
15:26:06.0 (90992731)|VARIABLE_ASSIGNMENT|[2]|this|{}|0x280e0185
15:26:06.0 (91000232)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
15:26:06.0 (91021842)|STATEMENT_EXECUTE|[2]
15:26:06.0 (91022905)|STATEMENT_EXECUTE|[3]
15:26:06.0 (91023735)|STATEMENT_EXECUTE|[4]
15:26:06.0 (91024476)|STATEMENT_EXECUTE|[5]
15:26:06.0 (91025303)|STATEMENT_EXECUTE|[6]
15:26:06.0 (91026044)|STATEMENT_EXECUTE|[7]
15:26:06.0 (91028428)|CONSTRUCTOR_EXIT|[143]|01pcf000004BTz2|<init>()|UpcomingPaymentsService.PaymentMethodInfo
15:26:06.0 (91032202)|VARIABLE_SCOPE_BEGIN|[143]|pmi|UpcomingPaymentsService.PaymentMethodInfo|true|false
15:26:06.0 (91044320)|VARIABLE_ASSIGNMENT|[143]|pmi|{}|0x280e0185
15:26:06.0 (91047852)|STATEMENT_EXECUTE|[144]
15:26:06.0 (91051621)|VARIABLE_SCOPE_BEGIN|[144]|withSA|TREX1__Billing_Schedule__c|true|false
15:26:06.0 (91057194)|VARIABLE_ASSIGNMENT|[144]|withSA|null|
15:26:06.0 (91088012)|HEAP_ALLOCATE|[145]|Bytes:5
15:26:06.0 (91100015)|HEAP_ALLOCATE|[145]|Bytes:52
15:26:06.0 (91104815)|VARIABLE_SCOPE_BEGIN|[145]|bs|TREX1__Billing_Schedule__c|true|false
15:26:06.0 (91362982)|VARIABLE_ASSIGNMENT|[145]|bs|{"TREX1__Is_Billable__c":true,"TREX1__Transaction_Line_Item__r":{"TREX1__Account__c":"001cf00000AYuJ8AAL","Id":"a3Dcf0000005W45EAE"},"TREX1__Term_Type__c":"Monthly","TREX1__Billing_Schedule_Group__c":"a1lcf0000015QpJAAU","TREX1__TP2StoredAccount__c":"a83cf0000001vM1AAI","TREX1__Transaction_Line_Item__c":"a3Dcf0000005W45EAE","TREX1__TP2StoredAccount__r":{"TPAY2__SA_CardScheme__c":"Visa","Id":"a83cf0000001vM1AAI","TPAY2__SA_ExpirationMonth__c":"12","TPAY2__SA_ExpirationYear__c":"39","TPAY2__SA_LastFourCardNumber__c":"1111","TPAY2__SA_Alias__c":"Pompompurin's Visa"},"TREX1__Start_Date__c":"2025-08-01T00:00:00.000Z","Id":"a1mcf000000B4GPAA0","TREX1__Billing_Schedule_Group__r":{"TREX1__bsg_Global_Billing_Group__c":"a2M1U000000xxfRUAQ","Id":"a1lcf0000015QpJAAU","TREX1__bsg_Global_Billing_Group__r":{"TREX1__Monthly_Billing_Day__c":5,"Id":"a2M1U000000xxfRUAQ","Name":"GBG Membership - 5th (13 more) ..."},"Name":"BSG-0785236"},"TREX1__Amount__c":52.00,"Name":"BS-0001365178"}|0x31e84d7
15:26:06.0 (91373357)|STATEMENT_EXECUTE|[145]
15:26:06.0 (91388982)|STATEMENT_EXECUTE|[146]
15:26:06.0 (91390010)|STATEMENT_EXECUTE|[147]
15:26:06.0 (91517341)|VARIABLE_ASSIGNMENT|[147]|withSA|{"TREX1__Is_Billable__c":true,"TREX1__Transaction_Line_Item__r":{"TREX1__Account__c":"001cf00000AYuJ8AAL","Id":"a3Dcf0000005W45EAE"},"TREX1__Term_Type__c":"Monthly","TREX1__Billing_Schedule_Group__c":"a1lcf0000015QpJAAU","TREX1__TP2StoredAccount__c":"a83cf0000001vM1AAI","TREX1__Transaction_Line_Item__c":"a3Dcf0000005W45EAE","TREX1__TP2StoredAccount__r":{"TPAY2__SA_CardScheme__c":"Visa","Id":"a83cf0000001vM1AAI","TPAY2__SA_ExpirationMonth__c":"12","TPAY2__SA_ExpirationYear__c":"39","TPAY2__SA_LastFourCardNumber__c":"1111","TPAY2__SA_Alias__c":"Pompompurin's Visa"},"TREX1__Start_Date__c":"2025-08-01T00:00:00.000Z","Id":"a1mcf000000B4GPAA0","TREX1__Billing_Schedule_Group__r":{"TREX1__bsg_Global_Billing_Group__c":"a2M1U000000xxfRUAQ","Id":"a1lcf0000015QpJAAU","TREX1__bsg_Global_Billing_Group__r":{"TREX1__Monthly_Billing_Day__c":5,"Id":"a2M1U000000xxfRUAQ","Name":"GBG Membership - 5th (13 more) ..."},"Name":"BSG-0785236"},"TREX1__Amount__c":52.00,"Name":"BS-0001365178"}|0x31e84d7
15:26:06.0 (91525357)|STATEMENT_EXECUTE|[148]
15:26:06.0 (91529359)|VARIABLE_ASSIGNMENT|[145]|bs|null|
15:26:06.0 (91532781)|STATEMENT_EXECUTE|[153]
15:26:06.0 (91533676)|STATEMENT_EXECUTE|[154]
15:26:06.0 (91535987)|HEAP_ALLOCATE|[154]|Bytes:14
15:26:06.0 (91549374)|VARIABLE_ASSIGNMENT|[154]|this.displayType|"STORED_ACCOUNT"|0x280e0185
15:26:06.0 (91552144)|STATEMENT_EXECUTE|[155]
15:26:06.0 (91599985)|VARIABLE_ASSIGNMENT|[155]|this.nickname|"Pompompurin's Visa"|0x280e0185
15:26:06.0 (91603043)|STATEMENT_EXECUTE|[156]
15:26:06.0 (91615351)|VARIABLE_ASSIGNMENT|[156]|this.cardType|"Visa"|0x280e0185
15:26:06.0 (91619335)|STATEMENT_EXECUTE|[157]
15:26:06.0 (91633390)|VARIABLE_ASSIGNMENT|[157]|this.endingIn|"1111"|0x280e0185
15:26:06.0 (91637485)|STATEMENT_EXECUTE|[158]
15:26:06.0 (91649055)|VARIABLE_SCOPE_BEGIN|[158]|mm|String|false|false
15:26:06.0 (91656986)|VARIABLE_ASSIGNMENT|[158]|mm|"12"
15:26:06.0 (91660399)|STATEMENT_EXECUTE|[159]
15:26:06.0 (91671077)|VARIABLE_SCOPE_BEGIN|[159]|yy|String|false|false
15:26:06.0 (91677902)|VARIABLE_ASSIGNMENT|[159]|yy|"39"
15:26:06.0 (91681217)|STATEMENT_EXECUTE|[160]
15:26:06.0 (91694480)|METHOD_ENTRY|[160]|01pcf000004BTz2|UpcomingPaymentsService.formatExpiration(String, String)
15:26:06.0 (91706435)|VARIABLE_SCOPE_BEGIN|[249]|monthStr|String|false|false
15:26:06.0 (91711365)|VARIABLE_ASSIGNMENT|[249]|monthStr|"12"
15:26:06.0 (91713547)|VARIABLE_SCOPE_BEGIN|[249]|yearStr|String|false|false
15:26:06.0 (91717492)|VARIABLE_ASSIGNMENT|[249]|yearStr|"39"
15:26:06.0 (91726852)|HEAP_ALLOCATE|[250]|Bytes:5
15:26:06.0 (91729626)|STATEMENT_EXECUTE|[249]
15:26:06.0 (91766565)|STATEMENT_EXECUTE|[250]
15:26:06.0 (91767541)|STATEMENT_EXECUTE|[251]
15:26:06.0 (91776701)|HEAP_ALLOCATE|[251]|Bytes:2
15:26:06.0 (91786087)|METHOD_ENTRY|[251]|01pcf000004BTz2|UpcomingPaymentsService.leftPad2(String)
15:26:06.0 (91789481)|VARIABLE_SCOPE_BEGIN|[245]|s|String|false|false
15:26:06.0 (91794342)|VARIABLE_ASSIGNMENT|[245]|s|"12"
15:26:06.0 (91799391)|HEAP_ALLOCATE|[246]|Bytes:5
15:26:06.0 (91801778)|STATEMENT_EXECUTE|[245]
15:26:06.0 (91802882)|STATEMENT_EXECUTE|[246]
15:26:06.0 (91803733)|STATEMENT_EXECUTE|[247]
15:26:06.0 (91821737)|METHOD_EXIT|[251]|01pcf000004BTz2|UpcomingPaymentsService.leftPad2(String)
15:26:06.0 (91824955)|VARIABLE_SCOPE_BEGIN|[251]|mm|String|false|false
15:26:06.0 (91829715)|VARIABLE_ASSIGNMENT|[251]|mm|"12"
15:26:06.0 (91832011)|STATEMENT_EXECUTE|[252]
15:26:06.0 (91837992)|HEAP_ALLOCATE|[252]|Bytes:2
15:26:06.0 (91842910)|VARIABLE_SCOPE_BEGIN|[252]|yy|String|false|false
15:26:06.0 (91847232)|VARIABLE_ASSIGNMENT|[252]|yy|"39"
15:26:06.0 (91862822)|STATEMENT_EXECUTE|[254]
15:26:06.0 (91875639)|STATEMENT_EXECUTE|[257]
15:26:06.0 (91876835)|STATEMENT_EXECUTE|[260]
15:26:06.0 (91878719)|HEAP_ALLOCATE|[260]|Bytes:1
15:26:06.0 (91887041)|HEAP_ALLOCATE|[260]|Bytes:5
15:26:06.0 (91893442)|METHOD_EXIT|[160]|01pcf000004BTz2|UpcomingPaymentsService.formatExpiration(String, String)
15:26:06.0 (91902005)|VARIABLE_ASSIGNMENT|[160]|this.expiration|"12/39"|0x280e0185
15:26:06.0 (91906237)|STATEMENT_EXECUTE|[163]
15:26:06.0 (91931072)|HEAP_ALLOCATE|[163]|Bytes:32
15:26:06.0 (91944899)|CONSTRUCTOR_ENTRY|[163]|01pcf000004BTz2|<init>()|UpcomingPaymentsService.GroupPaymentInfo
15:26:06.0 (91962027)|VARIABLE_SCOPE_BEGIN|[9]|this|UpcomingPaymentsService.GroupPaymentInfo|true|false
15:26:06.0 (92020946)|VARIABLE_ASSIGNMENT|[9]|this|{}|0x33434a96
15:26:06.0 (92037912)|STATEMENT_EXECUTE|[9]
15:26:06.0 (92038937)|STATEMENT_EXECUTE|[10]
15:26:06.0 (92040149)|STATEMENT_EXECUTE|[11]
15:26:06.0 (92040958)|STATEMENT_EXECUTE|[12]
15:26:06.0 (92041809)|STATEMENT_EXECUTE|[13]
15:26:06.0 (92042666)|STATEMENT_EXECUTE|[14]
15:26:06.0 (92043446)|STATEMENT_EXECUTE|[15]
15:26:06.0 (92044197)|STATEMENT_EXECUTE|[16]
15:26:06.0 (92046417)|CONSTRUCTOR_EXIT|[163]|01pcf000004BTz2|<init>()|UpcomingPaymentsService.GroupPaymentInfo
15:26:06.0 (92050243)|VARIABLE_SCOPE_BEGIN|[163]|g|UpcomingPaymentsService.GroupPaymentInfo|true|false
15:26:06.0 (92060262)|VARIABLE_ASSIGNMENT|[163]|g|{}|0x33434a96
15:26:06.0 (92063302)|STATEMENT_EXECUTE|[164]
15:26:06.0 (92164620)|VARIABLE_ASSIGNMENT|[164]|this.billingScheduleGroupId|"a1lcf0000015QpJAAU"|0x33434a96
15:26:06.0 (92169937)|STATEMENT_EXECUTE|[165]
15:26:06.0 (92199361)|VARIABLE_ASSIGNMENT|[165]|this.billingScheduleGroupName|"BSG-0785236"|0x33434a96
15:26:06.0 (92202158)|STATEMENT_EXECUTE|[166]
15:26:06.0 (92211453)|VARIABLE_ASSIGNMENT|[166]|this.nextBillingDate|"2025-11-05T00:00:00.000Z"|0x33434a96
15:26:06.0 (92214427)|STATEMENT_EXECUTE|[167]
15:26:06.0 (92270781)|HEAP_ALLOCATE|[167]|Bytes:28
15:26:06.0 (92281631)|VARIABLE_ASSIGNMENT|[167]|this.feeTotal|152.00|0x33434a96
15:26:06.0 (92284421)|STATEMENT_EXECUTE|[168]
15:26:06.0 (92294545)|HEAP_ALLOCATE|[168]|Bytes:28
15:26:06.0 (92301635)|VARIABLE_ASSIGNMENT|[168]|this.discountTotal|38.00|0x33434a96
15:26:06.0 (92304446)|STATEMENT_EXECUTE|[169]
15:26:06.0 (92313377)|HEAP_ALLOCATE|[169]|Bytes:28
15:26:06.0 (92320372)|VARIABLE_ASSIGNMENT|[169]|this.netTotal|114.00|0x33434a96
15:26:06.0 (92322987)|STATEMENT_EXECUTE|[170]
15:26:06.0 (92325782)|VARIABLE_ASSIGNMENT|[170]|this.paymentMethod|0x280e0185|0x33434a96
15:26:06.0 (92328442)|STATEMENT_EXECUTE|[172]
15:26:06.0 (92342186)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:26:06.0 (92354729)|HEAP_ALLOCATE|[72]|Bytes:5
15:26:06.0 (92380462)|HEAP_ALLOCATE|[72]|Bytes:4
15:26:06.0 (92383170)|VARIABLE_SCOPE_BEGIN|[72]|groupId|Id|false|false
15:26:06.0 (92412975)|VARIABLE_ASSIGNMENT|[72]|groupId|"a1lcf0000015RILAA2"
15:26:06.0 (92416027)|STATEMENT_EXECUTE|[72]
15:26:06.0 (92416988)|STATEMENT_EXECUTE|[73]
15:26:06.0 (92445030)|VARIABLE_SCOPE_BEGIN|[73]|groupSchedules|List<TREX1__Billing_Schedule__c>|true|false
